IQ,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement,Prev_Sem_Result_%
107,2,No,1,6,2,Not Placed,61.7
128,6,No,6,7,0,Not Placed,76.6
120,9,No,4,9,5,Placed,55.7
123,9,No,9,9,4,Placed,77.5
92,2,No,4,4,3,Not Placed,50.1
85,9,No,10,2,4,Not Placed,66.2
98,8,No,5,5,1,Not Placed,61
100,7,Yes,8,1,5,Not Placed,98.6
116,8,No,3,5,1,Not Placed,86.4
74,10,Yes,4,10,1,Not Placed,67.5
122,8,No,4,3,0,Not Placed,54.6
97,1,Yes,2,7,5,Not Placed,75.8
93,9,Yes,2,7,2,Not Placed,60.7
84,6,No,0,3,3,Not Placed,76.8
75,1,No,3,5,0,Not Placed,91.8
112,1,Yes,8,9,1,Placed,80.8
101,7,No,1,4,4,Not Placed,81.7
80,10,No,9,2,1,Not Placed,77.1
80,2,Yes,3,3,4,Not Placed,96.4
94,6,Yes,8,1,3,Not Placed,96.6
125,5,No,8,5,1,Not Placed,75.6
96,5,Yes,7,9,5,Not Placed,65.3
77,10,No,1,2,5,Not Placed,73
96,6,Yes,10,3,3,Not Placed,59.3
95,8,Yes,2,3,1,Not Placed,81.8
59,5,Yes,5,7,1,Not Placed,75
99,8,Yes,1,10,4,Not Placed,55.2
96,5,No,2,7,2,Not Placed,59.9
110,10,No,0,1,5,Not Placed,74
127,6,Yes,3,3,4,Placed,94.4
116,8,Yes,10,1,0,Not Placed,78.3
95,2,No,5,9,3,Placed,84.1
83,7,Yes,0,7,3,Not Placed,67
138,3,No,0,5,2,Not Placed,78.6
100,9,Yes,7,7,1,Not Placed,72.4
100,10,Yes,6,3,3,Not Placed,83
99,7,Yes,6,3,2,Not Placed,52.5
102,3,Yes,6,1,0,Not Placed,74.7
97,8,No,4,5,3,Not Placed,64.8
91,10,Yes,3,7,0,Not Placed,66.3
91,2,Yes,6,3,5,Not Placed,98
99,10,No,10,5,4,Not Placed,59.1
91,8,No,2,10,3,Not Placed,65.6
89,7,No,8,1,3,Not Placed,75.5
101,5,Yes,1,7,1,Not Placed,93.2
96,4,Yes,0,8,0,Not Placed,70.8
122,10,No,7,8,4,Placed,87.2
60,10,No,5,1,2,Not Placed,92.8
116,1,No,3,4,4,Not Placed,65.5
118,4,Yes,9,9,3,Placed,69.6
68,6,Yes,8,2,5,Not Placed,67.8
94,6,No,4,1,0,Not Placed,91.6
94,2,No,10,6,3,Not Placed,52.2
78,9,Yes,0,1,2,Not Placed,65.4
88,1,No,0,6,2,Not Placed,84
83,4,Yes,6,1,3,Not Placed,78.3
126,4,No,0,6,5,Not Placed,71.8
114,2,No,5,9,3,Placed,77
119,8,No,6,5,3,Not Placed,59.9
110,2,No,10,4,0,Not Placed,71.5
83,2,Yes,9,8,1,Not Placed,75.1
92,2,Yes,4,4,2,Not Placed,95.1
107,1,No,2,4,0,Not Placed,63
81,5,Yes,2,9,2,Placed,93.4
110,4,No,1,1,3,Not Placed,82.2
96,2,No,10,3,2,Not Placed,51
94,1,Yes,0,4,5,Not Placed,86.2
110,1,No,10,8,5,Not Placed,51.8
106,2,Yes,7,1,5,Not Placed,99.9
94,1,Yes,8,3,4,Not Placed,93.6
117,9,No,1,2,2,Not Placed,64.9
83,2,No,3,6,5,Not Placed,62.9
109,3,Yes,2,9,4,Not Placed,69.1
108,9,Yes,3,10,0,Not Placed,67.8
95,5,No,3,9,0,Not Placed,68.6
104,8,Yes,7,10,5,Not Placed,65.9
81,7,No,10,5,4,Not Placed,81.1
113,6,No,2,3,2,Not Placed,58.2
97,2,Yes,2,8,5,Placed,92.3
92,4,No,5,9,0,Not Placed,90.6
115,9,Yes,10,9,2,Placed,73.8
89,7,No,2,1,1,Not Placed,92.6
78,3,Yes,4,10,5,Not Placed,62.4
76,6,Yes,3,5,1,Not Placed,50.9
109,8,No,10,10,5,Placed,81
80,8,No,3,9,4,Not Placed,72.9
126,8,No,1,3,4,Not Placed,78.4
68,8,Yes,8,7,2,Not Placed,95
125,10,No,4,9,1,Placed,98.5
103,6,Yes,4,2,1,Not Placed,81.7
98,10,No,6,2,4,Not Placed,88.2
91,3,Yes,2,5,3,Not Placed,54.2
105,9,No,5,8,2,Not Placed,58
99,3,Yes,0,10,2,Placed,86.7
116,4,Yes,4,5,0,Not Placed,71.6
101,10,No,4,8,4,Not Placed,72.3
102,1,No,8,4,0,Not Placed,65.4
94,2,Yes,4,9,3,Not Placed,80.4
99,6,No,7,4,0,Not Placed,59.3
104,1,Yes,2,5,3,Not Placed,81.3
74,9,No,10,7,0,Not Placed,58.7
79,8,No,5,9,4,Not Placed,53.2
111,2,No,1,5,3,Not Placed,66.5
102,2,No,8,7,2,Not Placed,61.6
97,8,Yes,5,4,4,Not Placed,94.4
100,8,No,4,2,4,Not Placed,52.7
105,1,No,8,2,5,Not Placed,58.8
91,5,Yes,0,5,1,Not Placed,77.4
88,2,Yes,2,2,2,Not Placed,74.1
102,1,No,1,2,0,Not Placed,52.3
85,3,No,8,2,4,Not Placed,50.4
106,3,Yes,10,4,0,Not Placed,99.4
74,10,No,5,8,4,Placed,82.9
115,9,Yes,10,7,2,Not Placed,68.3
107,10,No,5,5,4,Not Placed,73.5
103,1,No,4,7,0,Not Placed,63.3
114,2,No,3,6,0,Not Placed,67.2
124,9,Yes,3,8,2,Placed,82.5
115,5,No,1,8,0,Placed,94.1
72,9,No,6,7,3,Not Placed,59.2
80,6,Yes,5,5,4,Not Placed,92
90,10,No,2,6,3,Not Placed,56.1
100,10,No,6,10,1,Not Placed,60.7
107,3,No,8,8,1,Not Placed,51.9
89,8,No,9,7,5,Not Placed,57
102,9,No,0,5,5,Not Placed,95.9
88,2,No,10,10,4,Not Placed,73
90,9,Yes,9,8,0,Not Placed,53.9
78,4,No,7,4,2,Not Placed,98
86,8,No,1,6,1,Not Placed,93.9
79,5,No,0,4,0,Not Placed,87.7
85,6,No,8,5,5,Not Placed,96.7
115,4,No,1,10,2,Placed,61
85,5,No,6,3,4,Not Placed,91.8
139,1,No,6,2,0,Not Placed,84.5
107,3,Yes,0,1,3,Not Placed,93.5
102,4,No,9,3,4,Not Placed,89.8
87,1,No,0,1,1,Not Placed,67.3
110,3,Yes,6,6,4,Not Placed,88.7
91,4,No,5,2,4,Not Placed,63.1
101,9,Yes,3,3,2,Not Placed,66.4
138,3,No,2,8,1,Not Placed,55.4
98,3,No,4,5,5,Not Placed,96.8
117,4,No,4,2,2,Not Placed,64.6
89,9,No,10,2,4,Not Placed,76
99,9,No,2,3,0,Not Placed,69.6
126,1,No,5,3,3,Placed,98
90,8,No,2,8,3,Not Placed,66.8
127,10,No,3,5,2,Placed,88.9
110,1,No,2,8,0,Not Placed,92.8
91,2,No,5,4,3,Not Placed,71.8
109,10,Yes,8,9,0,Not Placed,68.9
114,5,No,2,3,5,Placed,87.4
109,6,No,0,2,5,Not Placed,95.6
76,2,No,6,6,2,Not Placed,87.7
89,10,Yes,4,4,1,Not Placed,61.4
96,5,Yes,3,2,0,Not Placed,94.4
98,3,Yes,2,6,0,Not Placed,69.4
109,7,No,6,4,1,Not Placed,78.8
102,1,No,1,10,4,Placed,91.6
79,5,No,10,4,4,Not Placed,59.4
105,3,No,3,10,4,Placed,89.2
109,2,Yes,1,4,2,Not Placed,79.8
108,3,No,9,4,4,Not Placed,94.7
116,10,No,7,8,2,Placed,58.6
112,4,Yes,2,1,1,Not Placed,71
106,2,No,4,9,0,Not Placed,91.6
98,2,Yes,10,3,3,Not Placed,51
75,3,No,3,5,3,Not Placed,55.6
106,2,No,4,5,2,Not Placed,99.5
103,6,No,3,4,2,Not Placed,64
104,2,No,7,4,5,Not Placed,98.8
80,1,No,5,7,0,Not Placed,59.1
83,8,No,0,4,1,Not Placed,68.1
115,10,No,4,10,0,Placed,87.6
99,4,No,0,3,5,Not Placed,82.9
110,2,No,2,9,2,Not Placed,79.1
100,4,Yes,10,4,0,Not Placed,76.5
100,2,No,5,4,2,Not Placed,92.2
114,5,No,8,10,3,Placed,61.7
92,7,No,2,8,0,Not Placed,72.1
101,6,No,3,7,1,Not Placed,57.8
93,2,No,9,4,3,Not Placed,79.8
93,4,No,0,8,1,Not Placed,62.5
95,8,No,9,10,1,Not Placed,66.7
103,7,Yes,1,2,2,Not Placed,73.6
92,7,No,6,9,1,Not Placed,51.3
118,4,No,7,2,5,Not Placed,54.6
86,1,Yes,0,10,4,Placed,84.3
97,7,No,8,3,1,Not Placed,71.4
93,6,No,5,6,0,Not Placed,93.2
121,8,Yes,0,7,5,Not Placed,84.7
102,5,No,3,9,2,Not Placed,50.4
115,8,Yes,3,8,2,Placed,80.8
77,10,Yes,6,6,5,Not Placed,54.7
104,8,No,0,8,4,Placed,89
113,9,Yes,9,5,2,Placed,99.6
101,1,No,8,10,2,Not Placed,76.6
115,3,No,0,10,3,Placed,84.1
92,6,No,9,9,3,Not Placed,61.9
121,4,No,2,4,3,Not Placed,71.9
134,8,Yes,0,1,4,Placed,92.8
94,10,No,0,8,5,Not Placed,58.4
93,1,No,3,5,2,Not Placed,63.3
121,5,Yes,1,9,2,Placed,72.3
123,4,Yes,8,3,2,Placed,85.6
92,1,No,0,9,1,Not Placed,68.8
93,10,No,2,8,2,Placed,96.4
95,6,No,1,6,2,Not Placed,54.7
79,10,Yes,0,10,5,Not Placed,68.5
86,3,No,10,10,0,Not Placed,85.4
84,5,Yes,8,8,0,Not Placed,61.3
88,6,No,4,8,2,Placed,82.8
99,4,No,10,7,1,Not Placed,58.2
103,10,Yes,5,7,1,Not Placed,52.8
123,10,Yes,7,3,4,Not Placed,56.1
85,6,No,6,7,4,Not Placed,96.5
114,7,Yes,6,3,5,Placed,77.6
96,2,No,8,9,2,Placed,89.8
99,7,Yes,2,5,3,Not Placed,66.6
110,7,No,9,8,1,Not Placed,79.6
83,2,Yes,7,3,3,Not Placed,74.7
105,3,No,5,3,4,Not Placed,97.3
102,3,No,7,3,1,Not Placed,87.4
107,1,Yes,3,8,3,Placed,86.5
104,1,Yes,0,9,2,Not Placed,52.3
136,10,No,10,7,3,Not Placed,77.5
90,6,No,2,1,4,Not Placed,73.3
92,9,Yes,9,6,1,Not Placed,96.4
90,9,Yes,2,3,1,Not Placed,62.9
91,1,Yes,0,1,1,Not Placed,63.5
90,7,No,4,10,2,Not Placed,70.6
117,6,No,5,2,1,Not Placed,62.2
121,4,No,8,3,3,Not Placed,56.5
91,3,No,7,7,0,Not Placed,92.9
87,9,Yes,3,6,5,Not Placed,77.9
107,10,Yes,5,2,5,Not Placed,93.1
91,5,No,2,5,0,Not Placed,91.6
109,8,No,0,1,5,Not Placed,64.1
103,4,No,8,3,2,Not Placed,77.4
77,4,No,7,1,3,Not Placed,54.2
123,6,Yes,5,3,5,Placed,95.8
126,6,No,2,2,2,Not Placed,70.2
90,3,Yes,10,4,0,Not Placed,69.7
94,2,No,4,5,5,Not Placed,65.1
104,9,No,8,3,1,Not Placed,73
105,2,No,6,10,0,Not Placed,62.6
109,9,Yes,1,5,0,Not Placed,68.7
130,8,No,5,7,0,Not Placed,90
97,10,Yes,8,10,2,Placed,91.7
88,7,Yes,10,9,4,Not Placed,65.2
79,5,No,10,8,2,Not Placed,73.5
89,3,No,9,6,4,Not Placed,93.7
99,2,No,0,9,2,Not Placed,52.6
126,8,Yes,4,8,5,Placed,94.5
92,2,No,8,4,5,Not Placed,61
103,8,Yes,2,2,5,Not Placed,83.9
99,5,Yes,2,9,0,Not Placed,79.1
117,9,No,9,6,1,Not Placed,77.6
137,4,Yes,8,10,3,Placed,93
92,8,Yes,2,8,4,Not Placed,55.1
92,7,Yes,10,8,2,Not Placed,67.4
115,8,Yes,8,4,5,Not Placed,76.9
110,5,No,9,10,1,Not Placed,90.6
127,2,No,2,5,3,Not Placed,60.8
108,7,No,7,1,1,Not Placed,90.1
94,3,Yes,9,9,5,Not Placed,70
108,10,No,8,7,4,Not Placed,59.4
116,10,No,2,1,4,Placed,87.9
112,10,No,0,10,3,Placed,54.5
107,10,No,8,10,3,Not Placed,75.7
116,2,No,6,3,5,Not Placed,53.2
117,3,Yes,5,9,5,Placed,67.8
120,4,No,3,1,4,Not Placed,80.1
109,10,Yes,4,6,4,Not Placed,77.8
97,7,Yes,6,5,0,Not Placed,70.2
102,10,Yes,8,4,3,Not Placed,71.5
118,1,No,5,1,3,Not Placed,61.3
87,6,Yes,3,7,4,Not Placed,72.8
105,6,No,3,1,2,Not Placed,97.7
94,8,Yes,9,1,0,Not Placed,92.5
100,2,No,2,2,2,Not Placed,57.3
119,2,Yes,1,9,4,Placed,51.5
102,1,No,3,1,0,Not Placed,96.7
100,3,No,5,8,0,Not Placed,76.3
79,7,Yes,0,1,4,Not Placed,76.9
111,8,No,1,1,5,Placed,89
109,7,Yes,7,9,1,Not Placed,65.7
132,9,No,2,8,1,Not Placed,74.1
95,8,No,0,1,3,Not Placed,98.4
103,8,Yes,1,7,4,Not Placed,83.6
103,2,No,2,8,5,Not Placed,57.7
123,1,Yes,1,2,4,Not Placed,56.7
98,6,No,3,4,5,Not Placed,60.2
104,7,No,3,2,2,Not Placed,88.3
109,6,No,10,6,4,Not Placed,64.8
102,7,No,9,5,1,Not Placed,51.1
93,8,No,1,5,5,Not Placed,97.2
102,2,No,0,8,4,Not Placed,58.5
116,1,No,2,1,2,Not Placed,50.5
84,10,No,3,10,3,Not Placed,61.9
101,8,No,10,2,5,Not Placed,61.8
89,8,No,5,1,0,Not Placed,71.1
117,8,No,4,4,5,Placed,96
77,10,Yes,1,2,3,Not Placed,94
91,7,Yes,3,10,2,Not Placed,72.8
105,2,No,5,7,4,Not Placed,70.5
123,4,No,3,5,1,Not Placed,77.8
99,9,Yes,10,5,5,Not Placed,62.2
91,8,No,10,1,4,Not Placed,52.6
128,4,No,6,2,5,Placed,97
78,8,No,5,5,0,Not Placed,59.3
67,10,No,5,7,1,Not Placed,59.9
106,6,Yes,9,1,3,Not Placed,73.6
92,9,Yes,1,7,5,Not Placed,74.6
84,1,No,10,2,2,Not Placed,50.9
110,6,No,6,2,3,Not Placed,57.4
103,4,No,8,9,0,Not Placed,68.9
91,3,No,5,8,5,Placed,84.2
80,5,Yes,7,10,0,Not Placed,61.4
113,10,No,5,4,4,Not Placed,71.2
109,8,Yes,5,5,4,Not Placed,77.9
98,10,No,3,9,5,Placed,94.4
127,6,Yes,5,4,4,Not Placed,66.3
83,1,Yes,9,10,0,Not Placed,56.7
77,6,No,3,8,1,Not Placed,74.5
89,7,No,9,5,5,Not Placed,87.3
99,6,No,5,1,3,Not Placed,55.5
103,3,No,0,7,3,Not Placed,71.2
96,9,Yes,6,10,2,Not Placed,50.9
105,10,No,1,3,2,Not Placed,51.7
81,10,No,5,7,1,Not Placed,74.1
121,4,No,8,8,4,Placed,64.9
98,5,No,9,4,4,Not Placed,92.3
116,5,Yes,2,6,1,Not Placed,80.1
105,3,Yes,3,10,3,Not Placed,72.7
106,2,No,4,7,4,Not Placed,70.4
108,8,Yes,7,8,3,Not Placed,74.9
106,7,No,9,3,0,Not Placed,52
109,5,Yes,5,7,5,Not Placed,94.6
119,1,No,7,5,2,Placed,99.9
102,10,Yes,2,7,4,Not Placed,59.1
110,1,No,2,6,2,Not Placed,56
98,8,No,8,5,1,Not Placed,57.2
121,4,Yes,5,3,5,Placed,83.1
89,4,No,7,10,0,Not Placed,83.1
127,9,Yes,3,2,4,Placed,92.4
99,2,No,4,3,4,Not Placed,87.6
78,5,No,8,2,3,Not Placed,72.5
101,6,No,6,3,2,Not Placed,80.6
89,6,Yes,4,2,0,Not Placed,84.4
112,10,Yes,6,1,5,Not Placed,75.6
90,3,No,10,9,3,Not Placed,73.8
93,10,No,8,10,5,Not Placed,82.3
71,6,Yes,2,5,0,Not Placed,77.9
93,10,No,2,9,0,Not Placed,82.2
63,10,No,3,8,1,Not Placed,80.6
76,5,Yes,10,7,1,Not Placed,86
111,8,No,9,6,3,Not Placed,82.1
111,4,No,6,4,3,Not Placed,76
106,10,No,4,10,5,Placed,84.1
85,10,Yes,4,10,3,Not Placed,72.5
99,3,No,3,7,0,Not Placed,62.1
99,6,Yes,7,7,4,Not Placed,50.1
82,10,Yes,2,1,1,Not Placed,78
122,9,No,1,9,5,Placed,79.5
113,8,Yes,3,4,5,Placed,98.6
96,10,Yes,7,7,5,Not Placed,68.1
100,8,No,3,9,4,Not Placed,69.7
103,3,No,7,2,2,Not Placed,60.1
69,1,No,4,8,1,Not Placed,53.5
96,3,No,8,4,5,Not Placed,88.6
89,3,No,1,4,2,Not Placed,62.5
84,6,No,7,3,2,Not Placed,80.4
95,3,Yes,6,10,3,Placed,84.4
126,2,No,1,4,5,Not Placed,73.6
109,9,Yes,4,9,0,Not Placed,93.8
91,6,No,5,1,4,Not Placed,72.2
108,5,No,8,9,5,Not Placed,64.2
120,3,Yes,10,10,2,Placed,94.8
113,7,No,7,9,5,Placed,93.1
100,7,No,6,1,3,Not Placed,58.2
90,4,No,10,9,0,Not Placed,51.3
110,10,No,0,6,1,Not Placed,54.5
105,2,No,9,8,2,Not Placed,64.3
113,2,No,2,8,5,Placed,98.6
109,8,No,0,8,3,Not Placed,77.9
115,4,No,9,8,5,Placed,68.7
91,7,No,5,1,5,Not Placed,94.4
119,3,Yes,2,1,5,Not Placed,72.7
102,9,No,1,7,5,Not Placed,65.8
131,10,Yes,9,9,3,Placed,97.1
89,9,Yes,1,10,3,Placed,92.5
126,7,No,7,8,1,Placed,92.2
102,7,No,0,5,0,Not Placed,75.6
90,1,No,8,8,4,Placed,89.5
92,10,Yes,6,9,4,Not Placed,59
95,8,No,0,7,2,Not Placed,78.7
106,2,No,4,10,0,Not Placed,99.2
107,8,No,4,3,2,Not Placed,64.5
91,2,No,1,9,4,Placed,89.7
99,1,No,0,5,1,Not Placed,74.5
132,8,No,6,8,5,Placed,52
125,4,No,8,1,0,Not Placed,88.2
106,10,Yes,7,1,0,Not Placed,58.4
100,6,Yes,6,3,2,Not Placed,81.6
101,10,No,3,2,2,Not Placed,54.3
109,10,Yes,9,5,1,Not Placed,97.3
84,1,Yes,6,9,0,Not Placed,64.6
96,9,Yes,7,9,4,Not Placed,61.3
74,7,Yes,8,8,4,Not Placed,56.5
105,5,Yes,8,5,3,Not Placed,97.3
109,6,Yes,4,3,4,Not Placed,85.6
92,3,Yes,4,6,5,Not Placed,87.1
123,9,No,5,8,5,Placed,75
81,2,Yes,7,6,3,Not Placed,73.7
78,10,No,2,7,3,Not Placed,55.5
103,1,No,2,7,2,Not Placed,78
115,1,No,10,7,4,Not Placed,62.3
125,10,Yes,4,9,3,Placed,98.9
93,2,Yes,10,9,4,Placed,89.8
116,6,Yes,0,1,4,Not Placed,70.6
99,6,No,4,3,4,Not Placed,57.6
97,9,No,8,5,1,Not Placed,89.3
113,10,Yes,4,4,3,Not Placed,56.1
109,4,No,6,1,5,Not Placed,59.5
76,8,Yes,9,1,4,Not Placed,60.6
122,4,Yes,8,4,2,Placed,77.8
120,3,No,7,5,1,Not Placed,89.4
90,4,No,4,4,3,Not Placed,65.7
105,1,No,1,2,0,Not Placed,54.2
107,9,Yes,4,5,3,Not Placed,73.2
103,5,No,9,10,1,Not Placed,87.4
91,7,No,7,3,2,Not Placed,61.1
89,3,Yes,10,7,1,Not Placed,61
99,5,No,0,4,4,Not Placed,97.4
117,10,No,9,2,5,Placed,97.7
108,4,Yes,3,8,5,Placed,99.5
94,7,No,0,10,1,Not Placed,90.4
111,5,No,4,2,0,Not Placed,59.4
57,2,No,1,7,0,Not Placed,60.6
117,3,Yes,1,8,4,Placed,67
73,8,No,6,10,4,Not Placed,65.9
94,3,No,3,3,0,Not Placed,97.8
83,7,Yes,1,6,5,Not Placed,89.5
80,5,No,10,4,2,Not Placed,86.2
117,7,No,2,2,5,Not Placed,59.3
92,10,No,2,8,5,Placed,95.5
105,9,No,1,2,1,Not Placed,91.4
99,7,Yes,6,9,0,Not Placed,58.2
107,6,Yes,0,9,4,Placed,93.6
101,1,No,8,8,4,Not Placed,63.6
80,4,No,4,10,2,Not Placed,54
114,8,Yes,3,3,3,Placed,82.8
92,1,No,2,8,4,Not Placed,82.7
76,6,No,2,5,2,Not Placed,54.7
93,2,Yes,2,10,0,Not Placed,65.9
122,9,Yes,0,5,3,Placed,99.6
112,8,No,1,2,0,Not Placed,83.9
94,9,No,10,3,2,Not Placed,86.5
94,9,No,6,8,0,Not Placed,60.6
95,2,Yes,2,1,1,Not Placed,53.9
131,2,No,5,4,2,Not Placed,63.8
105,9,Yes,3,6,3,Not Placed,62.4
106,2,No,9,9,4,Not Placed,61.7
115,4,No,4,8,0,Not Placed,59.6
103,2,Yes,7,10,2,Not Placed,78.7
96,1,No,1,5,0,Not Placed,66.4
97,10,Yes,9,7,5,Not Placed,91
98,7,No,4,8,2,Not Placed,59.2
99,5,No,1,9,5,Not Placed,73.2
110,3,No,8,3,2,Not Placed,50.7
100,8,No,1,8,5,Not Placed,74.1
110,5,Yes,0,3,3,Not Placed,52.8
98,1,No,3,1,0,Not Placed,98.9
101,9,No,6,4,0,Not Placed,89.5
70,5,Yes,1,7,2,Not Placed,74.5
113,3,No,10,9,1,Not Placed,54.3
105,6,No,9,10,4,Not Placed,79.6
114,8,No,8,7,4,Placed,87.9
56,2,No,0,10,1,Not Placed,59.5
131,3,No,0,5,3,Not Placed,78.4
97,7,No,7,1,5,Not Placed,90.7
116,2,No,4,1,1,Not Placed,88.4
84,5,No,8,9,5,Placed,90.1
109,9,Yes,7,4,1,Not Placed,94
84,7,Yes,5,3,3,Not Placed,96.9
90,3,No,3,5,2,Not Placed,70.3
128,2,No,5,7,5,Not Placed,78.4
97,10,No,1,7,0,Not Placed,89.5
103,9,No,4,5,5,Not Placed,84.9
113,9,Yes,9,8,5,Placed,99.8
107,9,No,2,5,4,Not Placed,50.7
102,10,No,2,10,5,Not Placed,67.8
105,3,Yes,0,4,4,Not Placed,64.1
136,1,Yes,10,6,4,Not Placed,63.1
99,9,Yes,7,3,1,Not Placed,61.1
103,7,No,9,4,2,Not Placed,85.5
115,2,No,2,8,2,Placed,54.2
116,6,No,0,10,5,Placed,87.1
117,9,No,3,10,1,Placed,84.7
109,8,Yes,0,3,3,Not Placed,62.5
82,6,No,0,10,3,Not Placed,62.6
124,6,Yes,0,3,2,Placed,81.4
82,8,No,1,6,1,Not Placed,88.1
104,9,Yes,0,8,5,Placed,93.8
88,8,No,5,10,4,Placed,92.6
99,1,Yes,6,2,0,Not Placed,98.2
104,2,Yes,0,1,2,Not Placed,79.1
104,6,No,9,10,4,Placed,95.4
106,8,Yes,0,1,2,Not Placed,90.4
124,4,No,10,7,0,Not Placed,94.7
106,4,Yes,9,2,5,Not Placed,50.6
96,2,No,8,9,3,Placed,98.3
114,10,No,8,10,2,Placed,73.7
117,1,No,0,4,5,Placed,89.9
81,10,No,10,7,1,Not Placed,56.4
108,9,No,7,5,3,Not Placed,69.8
110,7,No,2,5,3,Not Placed,63.6
95,9,Yes,6,7,4,Not Placed,64.6
120,2,Yes,0,9,1,Not Placed,56.2
97,10,No,6,4,5,Not Placed,90.3
101,5,Yes,10,9,2,Not Placed,50.5
97,2,Yes,0,9,2,Not Placed,65.6
100,10,No,2,8,1,Not Placed,58.7
83,7,No,6,1,3,Not Placed,79.5
78,9,Yes,0,10,2,Not Placed,62.7
123,3,No,8,9,2,Placed,62.9
87,1,Yes,4,3,2,Not Placed,74.4
85,4,No,1,8,0,Not Placed,82.6
67,4,No,3,5,1,Not Placed,56.1
90,6,Yes,7,6,0,Not Placed,58.8
80,5,No,3,3,0,Not Placed,62.4
124,5,No,9,7,4,Placed,98.7
115,9,No,4,2,2,Not Placed,69.9
89,1,No,1,3,0,Not Placed,79.9
133,8,Yes,4,2,1,Not Placed,62.1
114,8,No,6,9,4,Placed,74.5
95,8,No,8,3,4,Not Placed,53.7
62,3,Yes,7,8,5,Not Placed,51.7
134,10,No,9,6,3,Not Placed,73.4
79,8,No,10,1,3,Not Placed,69.9
75,2,Yes,5,6,4,Not Placed,56.8
115,8,Yes,8,8,1,Placed,84.4
136,8,No,6,10,0,Placed,99.6
120,3,No,2,3,3,Not Placed,69.8
108,4,Yes,10,7,0,Not Placed,81.2
108,9,No,0,6,1,Not Placed,98.1
112,9,No,4,1,0,Not Placed,91.6
111,10,Yes,8,2,4,Not Placed,73.2
104,9,No,7,5,3,Not Placed,86.9
101,10,Yes,5,7,1,Not Placed,56.4
99,6,No,7,4,4,Not Placed,75.6
88,1,No,7,6,1,Not Placed,64
95,8,Yes,2,2,5,Not Placed,58.1
74,9,No,5,5,3,Not Placed,71.3
98,8,Yes,6,10,0,Not Placed,56.6
85,1,No,1,3,1,Not Placed,84.9
83,6,No,10,1,3,Not Placed,72.8
102,9,Yes,6,6,5,Not Placed,76.6
120,9,Yes,9,9,5,Placed,57.3
113,7,Yes,5,10,4,Placed,57
76,7,Yes,1,8,3,Not Placed,79.2
85,4,No,1,4,0,Not Placed,99.3
114,7,No,5,8,3,Placed,54.8
85,10,No,2,5,4,Not Placed,64.3
96,5,No,5,3,4,Not Placed,93.5
108,10,Yes,8,4,1,Not Placed,53.6
85,5,Yes,9,7,4,Not Placed,93.8
101,1,Yes,0,5,2,Not Placed,76.2
79,2,Yes,2,4,4,Not Placed,70.4
90,9,No,1,3,0,Not Placed,65.5
104,2,Yes,10,3,4,Not Placed,64.9
76,10,No,2,10,1,Not Placed,65.3
106,2,Yes,1,6,4,Not Placed,94.2
99,9,No,2,8,3,Placed,86.2
108,3,Yes,3,4,5,Not Placed,83.5
103,2,No,6,1,5,Not Placed,89.9
120,7,Yes,1,4,3,Not Placed,62.9
101,9,Yes,1,5,3,Not Placed,80.9
93,6,Yes,1,8,2,Not Placed,73
101,7,Yes,5,7,1,Not Placed,89.1
108,3,Yes,7,2,3,Not Placed,65.5
100,3,Yes,3,9,3,Placed,82.2
100,8,No,9,3,5,Not Placed,94.1
89,7,Yes,2,9,3,Not Placed,70.1
90,5,No,8,1,5,Not Placed,53.3
78,6,No,0,9,5,Not Placed,75.8
126,9,No,9,7,1,Not Placed,67.3
81,3,No,1,2,5,Not Placed,83.6
89,3,No,6,10,3,Placed,97.6
89,6,Yes,2,7,2,Not Placed,74.3
113,8,Yes,8,1,3,Not Placed,73.3
95,5,No,0,3,0,Not Placed,82.7
118,1,Yes,8,7,2,Not Placed,55.2
89,3,No,5,3,0,Not Placed,62.7
104,8,No,0,2,3,Not Placed,95.9
87,4,No,8,5,3,Not Placed,83.5
132,9,Yes,8,3,1,Not Placed,50.7
82,6,Yes,9,9,5,Not Placed,60.2
104,10,Yes,10,7,0,Not Placed,84.1
109,4,No,4,1,0,Not Placed,88.2
106,4,No,6,1,4,Not Placed,92
97,10,No,2,6,4,Not Placed,64.6
98,5,Yes,7,4,4,Not Placed,96.6
100,7,Yes,2,1,4,Not Placed,77.6
97,7,No,9,9,0,Not Placed,84.8
114,10,Yes,6,2,1,Not Placed,79.8
133,7,Yes,3,1,4,Not Placed,56.1
91,5,Yes,4,3,0,Not Placed,98.2
79,9,Yes,6,10,1,Not Placed,56.1
98,2,No,1,1,1,Not Placed,62.7
138,8,Yes,3,4,4,Placed,90.7
87,10,No,6,4,0,Not Placed,80.9
124,8,Yes,2,6,2,Placed,91.9
125,3,No,3,3,0,Not Placed,75.8
91,5,No,9,9,1,Not Placed,68.8
108,8,Yes,7,6,3,Not Placed,96.1
124,10,Yes,2,7,4,Not Placed,51.8
94,9,Yes,8,6,1,Not Placed,92.8
96,7,No,4,9,2,Not Placed,61.5
91,4,No,1,2,2,Not Placed,92.4
84,4,No,7,8,2,Not Placed,57
90,3,Yes,9,5,2,Not Placed,79
81,8,No,7,2,5,Not Placed,94.4
